no change     /nfs/home/vpais/miniconda/condabin/conda
no change     /nfs/home/vpais/miniconda/bin/conda
no change     /nfs/home/vpais/miniconda/bin/conda-env
no change     /nfs/home/vpais/miniconda/bin/activate
no change     /nfs/home/vpais/miniconda/bin/deactivate
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.sh
no change     /nfs/home/vpais/miniconda/etc/fish/conf.d/conda.fish
no change     /nfs/home/vpais/miniconda/shell/condabin/Conda.psm1
no change     /nfs/home/vpais/miniconda/shell/condabin/conda-hook.ps1
no change     /nfs/home/vpais/miniconda/lib/python3.9/site-packages/xontrib/conda.xsh
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.csh
no change     /nfs/home/vpais/.bashrc
No action taken.
Using MPI version 3.1, 8 processes
Meep progress: 362.6875/1224.9 = 29.6% done in 14291.0s, 33973.8s to go
on time step 5803 (time=362.688), 2.4288 s/step
Meep progress: 362.8125/1224.9 = 29.6% done in 14295.8s, 33968.7s to go
on time step 5805 (time=362.812), 2.42992 s/step
Meep progress: 362.9375/1224.9 = 29.6% done in 14300.7s, 33963.6s to go
on time step 5807 (time=362.938), 2.42978 s/step
Meep progress: 363.0625/1224.9 = 29.6% done in 14305.6s, 33958.5s to go
on time step 5809 (time=363.062), 2.42981 s/step
Meep progress: 363.1875/1224.9 = 29.7% done in 14310.4s, 33953.4s to go
on time step 5811 (time=363.188), 2.42912 s/step
Meep progress: 363.3125/1224.9 = 29.7% done in 14315.3s, 33948.3s to go
on time step 5813 (time=363.312), 2.42999 s/step
Meep progress: 363.4375/1224.9 = 29.7% done in 14320.1s, 33943.3s to go
on time step 5815 (time=363.438), 2.42828 s/step
Meep progress: 363.5625/1224.9 = 29.7% done in 14325.0s, 33938.2s to go
on time step 5817 (time=363.562), 2.42893 s/step
Meep progress: 363.6875/1224.9 = 29.7% done in 14329.8s, 33933.1s to go
on time step 5819 (time=363.688), 2.4295 s/step
Meep progress: 363.8125/1224.9 = 29.7% done in 14334.7s, 33928.1s to go
on time step 5821 (time=363.812), 2.43845 s/step
Meep progress: 363.9375/1224.9 = 29.7% done in 14339.6s, 33923.0s to go
on time step 5823 (time=363.938), 2.4297 s/step
Meep progress: 364.0625/1224.9 = 29.7% done in 14344.4s, 33917.9s to go
on time step 5825 (time=364.062), 2.42878 s/step
Meep progress: 364.1875/1224.9 = 29.7% done in 14349.3s, 33912.8s to go
on time step 5827 (time=364.188), 2.42944 s/step
Meep progress: 364.3125/1224.9 = 29.7% done in 14354.2s, 33907.7s to go
on time step 5829 (time=364.312), 2.42981 s/step
Meep progress: 364.4375/1224.9 = 29.8% done in 14359.0s, 33902.6s to go
on time step 5831 (time=364.438), 2.42884 s/step
Meep progress: 364.5625/1224.9 = 29.8% done in 14363.9s, 33897.6s to go
on time step 5833 (time=364.562), 2.42965 s/step
Meep progress: 364.6875/1224.9 = 29.8% done in 14368.7s, 33892.5s to go
on time step 5835 (time=364.688), 2.4301 s/step
Meep progress: 364.8125/1224.9 = 29.8% done in 14373.6s, 33887.4s to go
on time step 5837 (time=364.812), 2.42964 s/step
Meep progress: 364.9375/1224.9 = 29.8% done in 14378.5s, 33882.3s to go
on time step 5839 (time=364.938), 2.42972 s/step
Meep progress: 365.0625/1224.9 = 29.8% done in 14383.3s, 33877.3s to go
on time step 5841 (time=365.062), 2.43211 s/step
Meep progress: 365.1875/1224.9 = 29.8% done in 14388.2s, 33872.2s to go
on time step 5843 (time=365.188), 2.42941 s/step
Meep progress: 365.3125/1224.9 = 29.8% done in 14393.0s, 33867.1s to go
on time step 5845 (time=365.312), 2.42962 s/step
Meep progress: 365.4375/1224.9 = 29.8% done in 14397.9s, 33862.1s to go
on time step 5847 (time=365.438), 2.45117 s/step
Meep progress: 365.5625/1224.9 = 29.8% done in 14402.8s, 33857.0s to go
on time step 5849 (time=365.562), 2.429 s/step
Meep progress: 365.6875/1224.9 = 29.9% done in 14407.7s, 33852.0s to go
on time step 5851 (time=365.688), 2.42977 s/step
Meep progress: 365.8125/1224.9 = 29.9% done in 14412.5s, 33846.9s to go
on time step 5853 (time=365.812), 2.42977 s/step
Meep progress: 365.9375/1224.9 = 29.9% done in 14417.4s, 33841.8s to go
on time step 5855 (time=365.938), 2.42823 s/step
Meep progress: 366.0625/1224.9 = 29.9% done in 14422.2s, 33836.7s to go
on time step 5857 (time=366.062), 2.42962 s/step
Meep progress: 366.1875/1224.9 = 29.9% done in 14427.1s, 33831.6s to go
on time step 5859 (time=366.188), 2.42982 s/step
Meep progress: 366.3125/1224.9 = 29.9% done in 14432.0s, 33826.6s to go
on time step 5861 (time=366.312), 2.42899 s/step
Meep progress: 366.4375/1224.9 = 29.9% done in 14436.8s, 33821.5s to go
on time step 5863 (time=366.438), 2.42931 s/step
Meep progress: 366.5625/1224.9 = 29.9% done in 14441.7s, 33816.4s to go
on time step 5865 (time=366.562), 2.42902 s/step
Meep progress: 366.6875/1224.9 = 29.9% done in 14446.5s, 33811.3s to go
on time step 5867 (time=366.688), 2.42924 s/step
Meep progress: 366.8125/1224.9 = 29.9% done in 14451.4s, 33806.2s to go
on time step 5869 (time=366.812), 2.42978 s/step
Meep progress: 366.9375/1224.9 = 30.0% done in 14456.2s, 33801.2s to go
on time step 5871 (time=366.938), 2.43004 s/step
Meep progress: 367.0625/1224.9 = 30.0% done in 14461.1s, 33796.1s to go
on time step 5873 (time=367.062), 2.43 s/step
Meep progress: 367.1875/1224.9 = 30.0% done in 14466.0s, 33791.0s to go
on time step 5875 (time=367.188), 2.42978 s/step
Meep progress: 367.3125/1224.9 = 30.0% done in 14470.8s, 33785.9s to go
on time step 5877 (time=367.312), 2.43 s/step
Meep progress: 367.4375/1224.9 = 30.0% done in 14475.7s, 33780.9s to go
on time step 5879 (time=367.438), 2.42938 s/step
Meep progress: 367.5625/1224.9 = 30.0% done in 14480.5s, 33775.8s to go
on time step 5881 (time=367.562), 2.42968 s/step
Meep progress: 367.6875/1224.9 = 30.0% done in 14485.4s, 33770.7s to go
on time step 5883 (time=367.688), 2.43018 s/step
Meep progress: 367.8125/1224.9 = 30.0% done in 14490.3s, 33765.6s to go
on time step 5885 (time=367.812), 2.42997 s/step
Meep progress: 367.9375/1224.9 = 30.0% done in 14495.1s, 33760.6s to go
on time step 5887 (time=367.938), 2.42967 s/step
Meep progress: 368.0625/1224.9 = 30.0% done in 14500.0s, 33755.5s to go
on time step 5889 (time=368.062), 2.42908 s/step
Meep progress: 368.1875/1224.9 = 30.1% done in 14504.8s, 33750.4s to go
on time step 5891 (time=368.188), 2.42869 s/step
Meep progress: 368.3125/1224.9 = 30.1% done in 14509.7s, 33745.3s to go
on time step 5893 (time=368.312), 2.42943 s/step
Meep progress: 368.4375/1224.9 = 30.1% done in 14514.6s, 33740.2s to go
on time step 5895 (time=368.438), 2.42865 s/step
Meep progress: 368.5625/1224.9 = 30.1% done in 14519.4s, 33735.2s to go
on time step 5897 (time=368.562), 2.42892 s/step
Meep progress: 368.6875/1224.9 = 30.1% done in 14524.3s, 33730.1s to go
on time step 5899 (time=368.688), 2.42885 s/step
Meep progress: 368.8125/1224.9 = 30.1% done in 14529.1s, 33725.0s to go
on time step 5901 (time=368.812), 2.42964 s/step
Meep progress: 368.9375/1224.9 = 30.1% done in 14534.0s, 33719.9s to go
on time step 5903 (time=368.938), 2.42978 s/step
Meep progress: 369.0625/1224.9 = 30.1% done in 14538.9s, 33714.9s to go
on time step 5905 (time=369.062), 2.42992 s/step
Meep progress: 369.1875/1224.9 = 30.1% done in 14543.7s, 33709.8s to go
on time step 5907 (time=369.188), 2.42998 s/step
Meep progress: 369.3125/1224.9 = 30.2% done in 14548.6s, 33704.7s to go
on time step 5909 (time=369.312), 2.42969 s/step
Meep progress: 369.4375/1224.9 = 30.2% done in 14553.4s, 33699.6s to go
on time step 5911 (time=369.438), 2.42992 s/step
Meep progress: 369.5625/1224.9 = 30.2% done in 14558.3s, 33694.6s to go
on time step 5913 (time=369.562), 2.42903 s/step
Meep progress: 369.6875/1224.9 = 30.2% done in 14563.1s, 33689.5s to go
on time step 5915 (time=369.688), 2.42954 s/step
Meep progress: 369.8125/1224.9 = 30.2% done in 14568.0s, 33684.4s to go
on time step 5917 (time=369.812), 2.42925 s/step
Meep progress: 369.9375/1224.9 = 30.2% done in 14572.9s, 33679.3s to go
on time step 5919 (time=369.938), 2.42902 s/step
Meep progress: 370.0625/1224.9 = 30.2% done in 14577.7s, 33674.3s to go
on time step 5921 (time=370.062), 2.43065 s/step
Meep progress: 370.1875/1224.9 = 30.2% done in 14582.6s, 33669.2s to go
on time step 5923 (time=370.188), 2.42894 s/step
Meep progress: 370.3125/1224.9 = 30.2% done in 14587.4s, 33664.1s to go
on time step 5925 (time=370.312), 2.42839 s/step
Meep progress: 370.4375/1224.9 = 30.2% done in 14592.3s, 33659.0s to go
on time step 5927 (time=370.438), 2.42966 s/step
Meep progress: 370.5625/1224.9 = 30.3% done in 14597.2s, 33654.0s to go
on time step 5929 (time=370.562), 2.42959 s/step
Meep progress: 370.6875/1224.9 = 30.3% done in 14602.0s, 33648.9s to go
on time step 5931 (time=370.688), 2.4299 s/step
Meep progress: 370.8125/1224.9 = 30.3% done in 14606.9s, 33643.8s to go
on time step 5933 (time=370.812), 2.42929 s/step
Meep progress: 370.9375/1224.9 = 30.3% done in 14611.7s, 33638.7s to go
on time step 5935 (time=370.938), 2.42874 s/step
Meep progress: 371.0625/1224.9 = 30.3% done in 14616.6s, 33633.7s to go
on time step 5937 (time=371.062), 2.42969 s/step
Meep progress: 371.1875/1224.9 = 30.3% done in 14621.5s, 33628.6s to go
on time step 5939 (time=371.188), 2.42905 s/step
Meep progress: 371.3125/1224.9 = 30.3% done in 14626.3s, 33623.5s to go
on time step 5941 (time=371.312), 2.42991 s/step
Meep progress: 371.4375/1224.9 = 30.3% done in 14631.2s, 33618.5s to go
on time step 5943 (time=371.438), 2.42961 s/step
Meep progress: 371.5625/1224.9 = 30.3% done in 14636.0s, 33613.4s to go
on time step 5945 (time=371.562), 2.4297 s/step
Meep progress: 371.6875/1224.9 = 30.3% done in 14640.9s, 33608.3s to go
on time step 5947 (time=371.688), 2.42874 s/step
Meep progress: 371.8125/1224.9 = 30.4% done in 14645.7s, 33603.2s to go
on time step 5949 (time=371.812), 2.43014 s/step
Meep progress: 371.9375/1224.9 = 30.4% done in 14650.6s, 33598.2s to go
on time step 5951 (time=371.938), 2.4298 s/step
Meep progress: 372.0625/1224.9 = 30.4% done in 14655.5s, 33593.1s to go
on time step 5953 (time=372.062), 2.42822 s/step
Meep progress: 372.1875/1224.9 = 30.4% done in 14660.3s, 33588.0s to go
on time step 5955 (time=372.188), 2.42968 s/step
Meep progress: 372.3125/1224.9 = 30.4% done in 14665.2s, 33583.0s to go
on time step 5957 (time=372.312), 2.4302 s/step
Meep progress: 372.4375/1224.9 = 30.4% done in 14670.0s, 33577.9s to go
on time step 5959 (time=372.438), 2.43 s/step
Meep progress: 372.5625/1224.9 = 30.4% done in 14674.9s, 33572.8s to go
on time step 5961 (time=372.562), 2.42989 s/step
Meep progress: 372.6875/1224.9 = 30.4% done in 14679.8s, 33567.8s to go
on time step 5963 (time=372.688), 2.43122 s/step
Meep progress: 372.8125/1224.9 = 30.4% done in 14684.6s, 33562.7s to go
on time step 5965 (time=372.812), 2.42868 s/step
Meep progress: 372.9375/1224.9 = 30.4% done in 14689.5s, 33557.6s to go
on time step 5967 (time=372.938), 2.42926 s/step
Meep progress: 373.0625/1224.9 = 30.5% done in 14694.3s, 33552.5s to go
on time step 5969 (time=373.062), 2.42882 s/step
Meep progress: 373.1875/1224.9 = 30.5% done in 14699.2s, 33547.5s to go
on time step 5971 (time=373.188), 2.42979 s/step
Meep progress: 373.3125/1224.9 = 30.5% done in 14704.1s, 33542.4s to go
on time step 5973 (time=373.312), 2.42949 s/step
Meep progress: 373.4375/1224.9 = 30.5% done in 14708.9s, 33537.3s to go
on time step 5975 (time=373.438), 2.42973 s/step
Meep progress: 373.5625/1224.9 = 30.5% done in 14713.8s, 33532.3s to go
on time step 5977 (time=373.562), 2.42933 s/step
Meep progress: 373.6875/1224.9 = 30.5% done in 14718.6s, 33527.2s to go
on time step 5979 (time=373.688), 2.4288 s/step
Meep progress: 373.8125/1224.9 = 30.5% done in 14723.5s, 33522.1s to go
on time step 5981 (time=373.812), 2.42787 s/step
Meep progress: 373.9375/1224.9 = 30.5% done in 14728.4s, 33517.0s to go
on time step 5983 (time=373.938), 2.43 s/step
Meep progress: 374.0625/1224.9 = 30.5% done in 14733.2s, 33512.0s to go
on time step 5985 (time=374.062), 2.42968 s/step
Meep progress: 374.1875/1224.9 = 30.5% done in 14738.1s, 33506.9s to go
on time step 5987 (time=374.188), 2.42869 s/step
Meep progress: 374.3125/1224.9 = 30.6% done in 14742.9s, 33501.8s to go
on time step 5989 (time=374.312), 2.42828 s/step
Meep progress: 374.4375/1224.9 = 30.6% done in 14747.8s, 33496.7s to go
on time step 5991 (time=374.438), 2.42908 s/step
Meep progress: 374.5625/1224.9 = 30.6% done in 14752.6s, 33491.7s to go
on time step 5993 (time=374.562), 2.42894 s/step
Meep progress: 374.6875/1224.9 = 30.6% done in 14757.5s, 33486.6s to go
on time step 5995 (time=374.688), 2.42989 s/step
Meep progress: 374.8125/1224.9 = 30.6% done in 14762.4s, 33481.5s to go
on time step 5997 (time=374.812), 2.42999 s/step
Meep progress: 374.9375/1224.9 = 30.6% done in 14767.2s, 33476.5s to go
on time step 5999 (time=374.938), 2.42971 s/step
Meep progress: 375.0625/1224.9 = 30.6% done in 14772.1s, 33471.4s to go
on time step 6001 (time=375.062), 2.42884 s/step
Meep progress: 375.1875/1224.9 = 30.6% done in 14776.9s, 33466.3s to go
on time step 6003 (time=375.188), 2.42966 s/step
Meep progress: 375.3125/1224.9 = 30.6% done in 14781.8s, 33461.3s to go
on time step 6005 (time=375.312), 2.42904 s/step
Meep progress: 375.4375/1224.9 = 30.7% done in 14786.7s, 33456.2s to go
on time step 6007 (time=375.438), 2.42947 s/step
Meep progress: 375.5625/1224.9 = 30.7% done in 14791.5s, 33451.1s to go
on time step 6009 (time=375.562), 2.42907 s/step
Meep progress: 375.6875/1224.9 = 30.7% done in 14796.4s, 33446.1s to go
on time step 6011 (time=375.688), 2.42975 s/step
Meep progress: 375.8125/1224.9 = 30.7% done in 14801.2s, 33441.0s to go
on time step 6013 (time=375.812), 2.42944 s/step
Meep progress: 375.9375/1224.9 = 30.7% done in 14806.1s, 33435.9s to go
on time step 6015 (time=375.938), 2.42959 s/step
Meep progress: 376.0625/1224.9 = 30.7% done in 14810.9s, 33430.8s to go
on time step 6017 (time=376.062), 2.42842 s/step
Meep progress: 376.1875/1224.9 = 30.7% done in 14815.8s, 33425.8s to go
on time step 6019 (time=376.188), 2.42978 s/step
Meep progress: 376.3125/1224.9 = 30.7% done in 14820.7s, 33420.7s to go
on time step 6021 (time=376.312), 2.42986 s/step
Meep progress: 376.4375/1224.9 = 30.7% done in 14825.5s, 33415.6s to go
on time step 6023 (time=376.438), 2.42867 s/step
Meep progress: 376.5625/1224.9 = 30.7% done in 14830.4s, 33410.6s to go
on time step 6025 (time=376.562), 2.42981 s/step
Meep progress: 376.6875/1224.9 = 30.8% done in 14835.2s, 33405.5s to go
on time step 6027 (time=376.688), 2.42951 s/step
Meep progress: 376.8125/1224.9 = 30.8% done in 14840.1s, 33400.4s to go
on time step 6029 (time=376.812), 2.42928 s/step
Meep progress: 376.9375/1224.9 = 30.8% done in 14845.0s, 33395.4s to go
on time step 6031 (time=376.938), 2.42862 s/step
Meep progress: 377.0625/1224.9 = 30.8% done in 14849.8s, 33390.3s to go
on time step 6033 (time=377.062), 2.43003 s/step
Meep progress: 377.1875/1224.9 = 30.8% done in 14854.7s, 33385.2s to go
on time step 6035 (time=377.188), 2.42952 s/step
Meep progress: 377.3125/1224.9 = 30.8% done in 14859.5s, 33380.2s to go
on time step 6037 (time=377.312), 2.42976 s/step
Meep progress: 377.4375/1224.9 = 30.8% done in 14864.4s, 33375.1s to go
on time step 6039 (time=377.438), 2.4291 s/step
Meep progress: 377.5625/1224.9 = 30.8% done in 14869.3s, 33370.0s to go
on time step 6041 (time=377.562), 2.42994 s/step
Meep progress: 377.6875/1224.9 = 30.8% done in 14874.1s, 33365.0s to go
on time step 6043 (time=377.688), 2.42875 s/step
Meep progress: 377.8125/1224.9 = 30.8% done in 14879.0s, 33359.9s to go
on time step 6045 (time=377.812), 2.42877 s/step
Meep progress: 377.9375/1224.9 = 30.9% done in 14883.8s, 33354.8s to go
on time step 6047 (time=377.938), 2.42935 s/step
Meep progress: 378.0625/1224.9 = 30.9% done in 14888.7s, 33349.8s to go
on time step 6049 (time=378.062), 2.42957 s/step
Meep progress: 378.1875/1224.9 = 30.9% done in 14893.5s, 33344.7s to go
on time step 6051 (time=378.188), 2.42949 s/step
Meep progress: 378.3125/1224.9 = 30.9% done in 14898.4s, 33339.6s to go
on time step 6053 (time=378.312), 2.42898 s/step
Meep progress: 378.4375/1224.9 = 30.9% done in 14903.3s, 33334.6s to go
on time step 6055 (time=378.438), 2.42933 s/step
Meep progress: 378.5625/1224.9 = 30.9% done in 14908.1s, 33329.5s to go
on time step 6057 (time=378.562), 2.42821 s/step
Meep progress: 378.6875/1224.9 = 30.9% done in 14913.0s, 33324.4s to go
on time step 6059 (time=378.688), 2.42966 s/step
Meep progress: 378.8125/1224.9 = 30.9% done in 14917.8s, 33319.4s to go
on time step 6061 (time=378.812), 2.42984 s/step
Meep progress: 378.9375/1224.9 = 30.9% done in 14922.7s, 33314.3s to go
on time step 6063 (time=378.938), 2.42959 s/step
Meep progress: 379.0625/1224.9 = 30.9% done in 14927.6s, 33309.3s to go
on time step 6065 (time=379.062), 2.42948 s/step
Meep progress: 379.1875/1224.9 = 31.0% done in 14932.4s, 33304.2s to go
on time step 6067 (time=379.188), 2.42924 s/step
Meep progress: 379.3125/1224.9 = 31.0% done in 14937.3s, 33299.1s to go
on time step 6069 (time=379.312), 2.43013 s/step
Meep progress: 379.4375/1224.9 = 31.0% done in 14942.1s, 33294.1s to go
on time step 6071 (time=379.438), 2.42881 s/step
Meep progress: 379.5625/1224.9 = 31.0% done in 14947.0s, 33289.0s to go
on time step 6073 (time=379.562), 2.42929 s/step
Meep progress: 379.6875/1224.9 = 31.0% done in 14951.9s, 33283.9s to go
on time step 6075 (time=379.688), 2.4291 s/step
Meep progress: 379.8125/1224.9 = 31.0% done in 14956.7s, 33278.9s to go
on time step 6077 (time=379.812), 2.42912 s/step
Meep progress: 379.9375/1224.9 = 31.0% done in 14961.6s, 33273.9s to go
on time step 6079 (time=379.938), 2.45056 s/step
Meep progress: 380.0625/1224.9 = 31.0% done in 14966.5s, 33268.8s to go
on time step 6081 (time=380.062), 2.42971 s/step
Meep progress: 380.1875/1224.9 = 31.0% done in 14971.3s, 33263.8s to go
on time step 6083 (time=380.188), 2.42942 s/step
Meep progress: 380.3125/1224.9 = 31.0% done in 14976.2s, 33258.7s to go
on time step 6085 (time=380.312), 2.42883 s/step
Meep progress: 380.4375/1224.9 = 31.1% done in 14981.1s, 33253.7s to go
on time step 6087 (time=380.438), 2.43141 s/step
Meep progress: 380.5625/1224.9 = 31.1% done in 14985.9s, 33248.6s to go
on time step 6089 (time=380.562), 2.42972 s/step
Meep progress: 380.6875/1224.9 = 31.1% done in 14990.8s, 33243.5s to go
on time step 6091 (time=380.688), 2.42964 s/step
Meep progress: 380.8125/1224.9 = 31.1% done in 14995.6s, 33238.5s to go
on time step 6093 (time=380.812), 2.42972 s/step
Meep progress: 380.9375/1224.9 = 31.1% done in 15000.5s, 33233.4s to go
on time step 6095 (time=380.938), 2.43023 s/step
Meep progress: 381.0625/1224.9 = 31.1% done in 15005.3s, 33228.3s to go
on time step 6097 (time=381.062), 2.42828 s/step
Meep progress: 381.1875/1224.9 = 31.1% done in 15010.2s, 33223.3s to go
on time step 6099 (time=381.188), 2.4295 s/step
Meep progress: 381.3125/1224.9 = 31.1% done in 15015.1s, 33218.2s to go
on time step 6101 (time=381.312), 2.42872 s/step
Meep progress: 381.4375/1224.9 = 31.1% done in 15019.9s, 33213.2s to go
on time step 6103 (time=381.438), 2.42979 s/step
Meep progress: 381.5625/1224.9 = 31.2% done in 15024.8s, 33208.1s to go
on time step 6105 (time=381.562), 2.42998 s/step
Meep progress: 381.6875/1224.9 = 31.2% done in 15029.6s, 33203.0s to go
on time step 6107 (time=381.688), 2.42958 s/step
Meep progress: 381.8125/1224.9 = 31.2% done in 15034.5s, 33198.0s to go
on time step 6109 (time=381.812), 2.42923 s/step
Meep progress: 381.9375/1224.9 = 31.2% done in 15039.4s, 33192.9s to go
on time step 6111 (time=381.938), 2.43612 s/step
Meep progress: 382.0625/1224.9 = 31.2% done in 15044.2s, 33187.9s to go
on time step 6113 (time=382.062), 2.42938 s/step
Meep progress: 382.1875/1224.9 = 31.2% done in 15049.1s, 33182.8s to go
on time step 6115 (time=382.188), 2.43008 s/step
Meep progress: 382.3125/1224.9 = 31.2% done in 15054.0s, 33177.8s to go
on time step 6117 (time=382.312), 2.42935 s/step
Meep progress: 382.4375/1224.9 = 31.2% done in 15058.8s, 33172.7s to go
on time step 6119 (time=382.438), 2.42964 s/step
Meep progress: 382.5625/1224.9 = 31.2% done in 15063.7s, 33167.6s to go
on time step 6121 (time=382.562), 2.42941 s/step
Meep progress: 382.6875/1224.9 = 31.2% done in 15068.5s, 33162.6s to go
on time step 6123 (time=382.688), 2.42912 s/step
Meep progress: 382.8125/1224.9 = 31.3% done in 15073.4s, 33157.5s to go
on time step 6125 (time=382.812), 2.42974 s/step
Meep progress: 382.9375/1224.9 = 31.3% done in 15078.2s, 33152.5s to go
on time step 6127 (time=382.938), 2.4297 s/step
Meep progress: 383.0625/1224.9 = 31.3% done in 15083.1s, 33147.4s to go
